participant,group,labelled,target,item,trial,basic_n,contrast_n,sub_n,sup_n,other_n,basic_prop,contrast_prop,sub_prop,sup_prop,other_prop,coding
ae0aca7ffb5558b89414c577410f9ece,H,FALSE,label2,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
ae0aca7ffb5558b89414c577410f9ece,H,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
ae0aca7ffb5558b89414c577410f9ece,H,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
8ae08f8aa9f137da718f6480bc4d5583,E,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
8ae08f8aa9f137da718f6480bc4d5583,E,FALSE,label2,beast,critical,2,2,2,0,0,0.6666666666666666,1,1,0,0,Basic
8ae08f8aa9f137da718f6480bc4d5583,E,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
8ae08f8aa9f137da718f6480bc4d5583,E,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
8ae08f8aa9f137da718f6480bc4d5583,E,FALSE,label1,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
8ae08f8aa9f137da718f6480bc4d5583,E,FALSE,label2,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
8ae08f8aa9f137da718f6480bc4d5583,E,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
8ae08f8aa9f137da718f6480bc4d5583,E,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
360168676e9d90ee6e7a67175901d9aa,E,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
360168676e9d90ee6e7a67175901d9aa,E,FALSE,label2,beast,critical,2,2,2,1,0,0.6666666666666666,1,1,0.2,0,Other
360168676e9d90ee6e7a67175901d9aa,E,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
360168676e9d90ee6e7a67175901d9aa,E,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
360168676e9d90ee6e7a67175901d9aa,E,FALSE,label1,furniture,critical,1,2,2,0,0,0.3333333333333333,1,1,0,0,Basic
360168676e9d90ee6e7a67175901d9aa,E,FALSE,label2,light,critical,0,2,2,0,0,0,1,1,0,0,Basic
360168676e9d90ee6e7a67175901d9aa,E,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
360168676e9d90ee6e7a67175901d9aa,E,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
e5726ec4398754f71a5b7da7bce66bd3,F,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
e5726ec4398754f71a5b7da7bce66bd3,F,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
e5726ec4398754f71a5b7da7bce66bd3,F,FALSE,label2,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
e5726ec4398754f71a5b7da7bce66bd3,F,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
e5726ec4398754f71a5b7da7bce66bd3,F,TRUE,label2,furniture,critical,0,0,1,0,0,0,0,0.5,0,0,Other
e5726ec4398754f71a5b7da7bce66bd3,F,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
e5726ec4398754f71a5b7da7bce66bd3,F,FALSE,label2,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
e5726ec4398754f71a5b7da7bce66bd3,F,FALSE,label1,vehicle,critical,0,2,0,0,0,0,1,0,0,0,Other
d2e0035f55b192d34d1f89cb81ef4d99,G,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
d2e0035f55b192d34d1f89cb81ef4d99,G,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
d2e0035f55b192d34d1f89cb81ef4d99,G,FALSE,label2,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
d2e0035f55b192d34d1f89cb81ef4d99,G,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
d2e0035f55b192d34d1f89cb81ef4d99,G,FALSE,label1,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
d2e0035f55b192d34d1f89cb81ef4d99,G,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
d2e0035f55b192d34d1f89cb81ef4d99,G,FALSE,label2,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
d2e0035f55b192d34d1f89cb81ef4d99,G,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
05712a51d7cf22b1bd6af62ad2d69119,H,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
05712a51d7cf22b1bd6af62ad2d69119,H,FALSE,label2,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
05712a51d7cf22b1bd6af62ad2d69119,H,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
05712a51d7cf22b1bd6af62ad2d69119,H,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
05712a51d7cf22b1bd6af62ad2d69119,H,TRUE,label2,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
05712a51d7cf22b1bd6af62ad2d69119,H,FALSE,label2,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
05712a51d7cf22b1bd6af62ad2d69119,H,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
05712a51d7cf22b1bd6af62ad2d69119,H,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
0be858ed177882faa8fb7cb6fc1a81a5,F,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
0be858ed177882faa8fb7cb6fc1a81a5,F,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
0be858ed177882faa8fb7cb6fc1a81a5,F,FALSE,label2,electronics,critical,0,0,1,0,0,0,0,0.5,0,0,Other
0be858ed177882faa8fb7cb6fc1a81a5,F,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
0be858ed177882faa8fb7cb6fc1a81a5,F,TRUE,label2,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
0be858ed177882faa8fb7cb6fc1a81a5,F,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
0be858ed177882faa8fb7cb6fc1a81a5,F,FALSE,label2,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
0be858ed177882faa8fb7cb6fc1a81a5,F,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
f9c55b9777903190a3af32b318f5a471,H,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
f9c55b9777903190a3af32b318f5a471,H,FALSE,label2,beast,critical,2,0,2,0,0,0.6666666666666666,0,1,0,0,Subordinate
f9c55b9777903190a3af32b318f5a471,H,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
f9c55b9777903190a3af32b318f5a471,H,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
f9c55b9777903190a3af32b318f5a471,H,TRUE,label2,furniture,critical,1,0,2,0,0,0.3333333333333333,0,1,0,0,Subordinate
f9c55b9777903190a3af32b318f5a471,H,FALSE,label2,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
f9c55b9777903190a3af32b318f5a471,H,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
f9c55b9777903190a3af32b318f5a471,H,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
1f2f877cd77900b000b356bdb12a6ca4,G,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
1f2f877cd77900b000b356bdb12a6ca4,G,TRUE,label1,beast,critical,2,0,2,0,0,0.6666666666666666,0,1,0,0,Subordinate
1f2f877cd77900b000b356bdb12a6ca4,G,FALSE,label2,electronics,critical,0,2,2,0,0,0,1,1,0,0,Basic
1f2f877cd77900b000b356bdb12a6ca4,G,TRUE,label2,fruit,critical,1,0,2,0,0,0.3333333333333333,0,1,0,0,Subordinate
1f2f877cd77900b000b356bdb12a6ca4,G,FALSE,label1,furniture,critical,0,1,2,0,0,0,0.5,1,0,0,Other
1f2f877cd77900b000b356bdb12a6ca4,G,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
1f2f877cd77900b000b356bdb12a6ca4,G,FALSE,label2,vegetable,critical,3,2,2,0,0,1,1,1,0,0,Basic
1f2f877cd77900b000b356bdb12a6ca4,G,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
bc908d4d5dfc15b80e461fa3066f789e,H,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
bc908d4d5dfc15b80e461fa3066f789e,H,FALSE,label2,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
bc908d4d5dfc15b80e461fa3066f789e,H,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
bc908d4d5dfc15b80e461fa3066f789e,H,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
bc908d4d5dfc15b80e461fa3066f789e,H,TRUE,label2,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
bc908d4d5dfc15b80e461fa3066f789e,H,FALSE,label2,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
bc908d4d5dfc15b80e461fa3066f789e,H,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
bc908d4d5dfc15b80e461fa3066f789e,H,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a099b8eb4c9927254e29d8ea2996f4ff,G,FALSE,label1,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a099b8eb4c9927254e29d8ea2996f4ff,G,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a099b8eb4c9927254e29d8ea2996f4ff,G,FALSE,label2,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a099b8eb4c9927254e29d8ea2996f4ff,G,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a099b8eb4c9927254e29d8ea2996f4ff,G,FALSE,label1,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a099b8eb4c9927254e29d8ea2996f4ff,G,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a099b8eb4c9927254e29d8ea2996f4ff,G,FALSE,label2,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a099b8eb4c9927254e29d8ea2996f4ff,G,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
9beab92c8b0ef32be4fe782b33d7eb27,H,TRUE,label2,animal,critical,0,2,0,0,0,0,1,0,0,0,Other
9beab92c8b0ef32be4fe782b33d7eb27,H,FALSE,label2,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
9beab92c8b0ef32be4fe782b33d7eb27,H,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
9beab92c8b0ef32be4fe782b33d7eb27,H,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
9beab92c8b0ef32be4fe782b33d7eb27,H,TRUE,label2,furniture,critical,0,2,0,0,0,0,1,0,0,0,Other
9beab92c8b0ef32be4fe782b33d7eb27,H,FALSE,label2,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
9beab92c8b0ef32be4fe782b33d7eb27,H,TRUE,label1,vegetable,critical,0,2,0,0,0,0,1,0,0,0,Other
9beab92c8b0ef32be4fe782b33d7eb27,H,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fdc5160f269d4a7ba2a0d90e21caaefe,E,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
fdc5160f269d4a7ba2a0d90e21caaefe,E,FALSE,label2,beast,critical,3,2,2,1,0,1,1,1,0.2,0,Other
fdc5160f269d4a7ba2a0d90e21caaefe,E,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fdc5160f269d4a7ba2a0d90e21caaefe,E,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fdc5160f269d4a7ba2a0d90e21caaefe,E,FALSE,label1,furniture,critical,3,2,2,0,0,1,1,1,0,0,Basic
fdc5160f269d4a7ba2a0d90e21caaefe,E,FALSE,label2,light,critical,0,2,2,0,0,0,1,1,0,0,Basic
fdc5160f269d4a7ba2a0d90e21caaefe,E,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fdc5160f269d4a7ba2a0d90e21caaefe,E,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
41d255fe42a71c7954b419eaadc62887,E,FALSE,label1,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
41d255fe42a71c7954b419eaadc62887,E,FALSE,label2,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
41d255fe42a71c7954b419eaadc62887,E,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
41d255fe42a71c7954b419eaadc62887,E,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
41d255fe42a71c7954b419eaadc62887,E,FALSE,label1,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
41d255fe42a71c7954b419eaadc62887,E,FALSE,label2,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
41d255fe42a71c7954b419eaadc62887,E,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
41d255fe42a71c7954b419eaadc62887,E,TRUE,label2,vehicle,critical,2,0,2,0,0,0.6666666666666666,0,1,0,0,Subordinate
87af21b8322fc904a40e0760bd1c3ff6,E,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
87af21b8322fc904a40e0760bd1c3ff6,E,FALSE,label2,beast,critical,3,2,2,1,0,1,1,1,0.2,0,Other
87af21b8322fc904a40e0760bd1c3ff6,E,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
87af21b8322fc904a40e0760bd1c3ff6,E,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
87af21b8322fc904a40e0760bd1c3ff6,E,FALSE,label1,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
87af21b8322fc904a40e0760bd1c3ff6,E,FALSE,label2,light,critical,3,2,2,2,0,1,1,1,0.4,0,Other
87af21b8322fc904a40e0760bd1c3ff6,E,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
87af21b8322fc904a40e0760bd1c3ff6,E,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
022a3ac9641807af9a6f916f65958699,F,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
022a3ac9641807af9a6f916f65958699,F,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
022a3ac9641807af9a6f916f65958699,F,FALSE,label2,electronics,critical,0,0,1,0,0,0,0,0.5,0,0,Other
022a3ac9641807af9a6f916f65958699,F,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
022a3ac9641807af9a6f916f65958699,F,TRUE,label2,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
022a3ac9641807af9a6f916f65958699,F,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
022a3ac9641807af9a6f916f65958699,F,FALSE,label2,vegetable,critical,0,0,1,0,0,0,0,0.5,0,0,Other
022a3ac9641807af9a6f916f65958699,F,FALSE,label1,vehicle,critical,0,0,1,0,0,0,0,0.5,0,0,Other
fb2d574c383b9730511b746b45b3a900,F,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fb2d574c383b9730511b746b45b3a900,F,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fb2d574c383b9730511b746b45b3a900,F,FALSE,label2,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fb2d574c383b9730511b746b45b3a900,F,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fb2d574c383b9730511b746b45b3a900,F,TRUE,label2,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fb2d574c383b9730511b746b45b3a900,F,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fb2d574c383b9730511b746b45b3a900,F,FALSE,label2,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fb2d574c383b9730511b746b45b3a900,F,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
3cef8c2d1c9143ce8ee3b70af3cb67df,F,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
3cef8c2d1c9143ce8ee3b70af3cb67df,F,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
3cef8c2d1c9143ce8ee3b70af3cb67df,F,FALSE,label2,electronics,critical,0,2,1,0,0,0,1,0.5,0,0,Other
3cef8c2d1c9143ce8ee3b70af3cb67df,F,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
3cef8c2d1c9143ce8ee3b70af3cb67df,F,TRUE,label2,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
3cef8c2d1c9143ce8ee3b70af3cb67df,F,TRUE,label1,light,critical,0,2,0,0,0,0,1,0,0,0,Other
3cef8c2d1c9143ce8ee3b70af3cb67df,F,FALSE,label2,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
3cef8c2d1c9143ce8ee3b70af3cb67df,F,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
d4163efac390970b656c56565ada2f24,E,FALSE,label1,animal,critical,3,1,2,0,0,1,0.5,1,0,0,Other
d4163efac390970b656c56565ada2f24,E,FALSE,label2,beast,critical,3,2,2,0,0,1,1,1,0,0,Basic
d4163efac390970b656c56565ada2f24,E,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
d4163efac390970b656c56565ada2f24,E,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
d4163efac390970b656c56565ada2f24,E,FALSE,label1,furniture,critical,3,2,2,0,0,1,1,1,0,0,Basic
d4163efac390970b656c56565ada2f24,E,FALSE,label2,light,critical,0,2,2,0,0,0,1,1,0,0,Basic
d4163efac390970b656c56565ada2f24,E,TRUE,label1,vegetable,critical,0,0,1,0,0,0,0,0.5,0,0,Other
d4163efac390970b656c56565ada2f24,E,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
212f0c72df465e17ebe066a3bfcc6390,G,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
212f0c72df465e17ebe066a3bfcc6390,G,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
212f0c72df465e17ebe066a3bfcc6390,G,FALSE,label2,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
212f0c72df465e17ebe066a3bfcc6390,G,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
212f0c72df465e17ebe066a3bfcc6390,G,FALSE,label1,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
212f0c72df465e17ebe066a3bfcc6390,G,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
212f0c72df465e17ebe066a3bfcc6390,G,FALSE,label2,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
212f0c72df465e17ebe066a3bfcc6390,G,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a505c394936855d43b31dc7b5181929a,E,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
a505c394936855d43b31dc7b5181929a,E,FALSE,label2,beast,critical,3,2,2,1,0,1,1,1,0.2,0,Other
a505c394936855d43b31dc7b5181929a,E,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a505c394936855d43b31dc7b5181929a,E,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a505c394936855d43b31dc7b5181929a,E,FALSE,label1,furniture,critical,3,2,2,0,0,1,1,1,0,0,Basic
a505c394936855d43b31dc7b5181929a,E,FALSE,label2,light,critical,3,2,2,3,0,1,1,1,0.6,0,Other
a505c394936855d43b31dc7b5181929a,E,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
a505c394936855d43b31dc7b5181929a,E,TRUE,label2,vehicle,critical,3,0,2,0,0,1,0,1,0,0,Subordinate
c197310806f322fa022dc5d3335f090f,G,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
c197310806f322fa022dc5d3335f090f,G,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
c197310806f322fa022dc5d3335f090f,G,FALSE,label2,electronics,critical,0,2,2,0,0,0,1,1,0,0,Basic
c197310806f322fa022dc5d3335f090f,G,TRUE,label2,fruit,critical,0,0,1,0,0,0,0,0.5,0,0,Other
c197310806f322fa022dc5d3335f090f,G,FALSE,label1,furniture,critical,2,2,2,0,0,0.6666666666666666,1,1,0,0,Basic
c197310806f322fa022dc5d3335f090f,G,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
c197310806f322fa022dc5d3335f090f,G,FALSE,label2,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
c197310806f322fa022dc5d3335f090f,G,TRUE,label2,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
c424674759b70bff5b3bc73ed775e948,F,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
c424674759b70bff5b3bc73ed775e948,F,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
c424674759b70bff5b3bc73ed775e948,F,FALSE,label2,electronics,critical,0,2,2,0,0,0,1,1,0,0,Basic
c424674759b70bff5b3bc73ed775e948,F,FALSE,label1,fruit,critical,2,2,2,0,0,0.6666666666666666,1,1,0,0,Basic
c424674759b70bff5b3bc73ed775e948,F,TRUE,label2,furniture,critical,1,0,2,0,0,0.3333333333333333,0,1,0,0,Subordinate
c424674759b70bff5b3bc73ed775e948,F,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
c424674759b70bff5b3bc73ed775e948,F,FALSE,label2,vegetable,critical,3,2,2,0,0,1,1,1,0,0,Basic
c424674759b70bff5b3bc73ed775e948,F,FALSE,label1,vehicle,critical,2,0,2,0,0,0.6666666666666666,0,1,0,0,Subordinate
fc5ef54d54fcee881dbec21878c7d184,F,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fc5ef54d54fcee881dbec21878c7d184,F,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fc5ef54d54fcee881dbec21878c7d184,F,FALSE,label2,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fc5ef54d54fcee881dbec21878c7d184,F,FALSE,label1,fruit,critical,1,0,2,0,0,0.3333333333333333,0,1,0,0,Subordinate
fc5ef54d54fcee881dbec21878c7d184,F,TRUE,label2,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fc5ef54d54fcee881dbec21878c7d184,F,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
fc5ef54d54fcee881dbec21878c7d184,F,FALSE,label2,vegetable,critical,0,0,1,0,0,0,0,0.5,0,0,Other
fc5ef54d54fcee881dbec21878c7d184,F,FALSE,label1,vehicle,critical,0,0,1,0,0,0,0,0.5,0,0,Other
beee1477bac05d15080aaac7ac9d5419,H,TRUE,label2,animal,critical,0,0,1,0,0,0,0,0.5,0,0,Other
beee1477bac05d15080aaac7ac9d5419,H,FALSE,label2,beast,critical,0,0,1,0,0,0,0,0.5,0,0,Other
beee1477bac05d15080aaac7ac9d5419,H,TRUE,label1,electronics,critical,0,0,1,0,0,0,0,0.5,0,0,Other
beee1477bac05d15080aaac7ac9d5419,H,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
beee1477bac05d15080aaac7ac9d5419,H,TRUE,label2,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
beee1477bac05d15080aaac7ac9d5419,H,FALSE,label2,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
beee1477bac05d15080aaac7ac9d5419,H,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
beee1477bac05d15080aaac7ac9d5419,H,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
276a2b689865ecc5e38e7287b609a9b4,E,FALSE,label1,animal,critical,3,2,2,0,0,1,1,1,0,0,Basic
276a2b689865ecc5e38e7287b609a9b4,E,FALSE,label2,beast,critical,3,2,2,1,0,1,1,1,0.2,0,Other
276a2b689865ecc5e38e7287b609a9b4,E,TRUE,label1,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
276a2b689865ecc5e38e7287b609a9b4,E,TRUE,label2,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
276a2b689865ecc5e38e7287b609a9b4,E,FALSE,label1,furniture,critical,3,2,2,0,0,1,1,1,0,0,Basic
276a2b689865ecc5e38e7287b609a9b4,E,FALSE,label2,light,critical,0,2,2,0,0,0,1,1,0,0,Basic
276a2b689865ecc5e38e7287b609a9b4,E,TRUE,label1,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
276a2b689865ecc5e38e7287b609a9b4,E,TRUE,label2,vehicle,critical,3,0,2,0,0,1,0,1,0,0,Subordinate
02aa5b49294c8ee8a00714b191078179,F,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
02aa5b49294c8ee8a00714b191078179,F,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
02aa5b49294c8ee8a00714b191078179,F,FALSE,label2,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
02aa5b49294c8ee8a00714b191078179,F,FALSE,label1,fruit,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
02aa5b49294c8ee8a00714b191078179,F,TRUE,label2,furniture,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
02aa5b49294c8ee8a00714b191078179,F,TRUE,label1,light,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
02aa5b49294c8ee8a00714b191078179,F,FALSE,label2,vegetable,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
02aa5b49294c8ee8a00714b191078179,F,FALSE,label1,vehicle,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
831e181ae058c487ae16418a2b8d1dd9,F,TRUE,label2,animal,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
831e181ae058c487ae16418a2b8d1dd9,F,TRUE,label1,beast,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
831e181ae058c487ae16418a2b8d1dd9,F,FALSE,label2,electronics,critical,0,0,2,0,0,0,0,1,0,0,Subordinate
831e181ae058c487ae16418a2b8d1dd9,F,FALSE,label1,fruit,critical,2,2,2,0,0,0.6666666666666666,1,1,0,0,Basic
