participant,group,condition,item,basic_prop,contrast_prop,sub_prop,sup_prop,other_prop,uncodeable,sub_only,basic_gen,strict_basic_gen
634faa4c3d77234caade9b6afe6ab3ea,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
634faa4c3d77234caade9b6afe6ab3ea,D,single,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
634faa4c3d77234caade9b6afe6ab3ea,D,single,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
634faa4c3d77234caade9b6afe6ab3ea,D,contrast,furniture,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE
634faa4c3d77234caade9b6afe6ab3ea,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
634faa4c3d77234caade9b6afe6ab3ea,D,single,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
634faa4c3d77234caade9b6afe6ab3ea,D,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
3954c96a1c64811340c170d20eaf434d,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
3954c96a1c64811340c170d20eaf434d,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
3954c96a1c64811340c170d20eaf434d,D,single,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
3954c96a1c64811340c170d20eaf434d,D,single,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
3954c96a1c64811340c170d20eaf434d,D,contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
3954c96a1c64811340c170d20eaf434d,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
3954c96a1c64811340c170d20eaf434d,D,single,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
3954c96a1c64811340c170d20eaf434d,D,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
4b4b28bef6dd7d69638c93ec9a49b9c2,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
4b4b28bef6dd7d69638c93ec9a49b9c2,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
4b4b28bef6dd7d69638c93ec9a49b9c2,D,single,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
4b4b28bef6dd7d69638c93ec9a49b9c2,D,single,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
4b4b28bef6dd7d69638c93ec9a49b9c2,D,contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
4b4b28bef6dd7d69638c93ec9a49b9c2,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
4b4b28bef6dd7d69638c93ec9a49b9c2,D,single,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
4b4b28bef6dd7d69638c93ec9a49b9c2,D,single,vehicle,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
53aa8e47c872ae05b55b8fa286acd04a,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
53aa8e47c872ae05b55b8fa286acd04a,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
53aa8e47c872ae05b55b8fa286acd04a,D,single,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
53aa8e47c872ae05b55b8fa286acd04a,D,single,fruit,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
53aa8e47c872ae05b55b8fa286acd04a,D,contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE
53aa8e47c872ae05b55b8fa286acd04a,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
53aa8e47c872ae05b55b8fa286acd04a,D,single,vegetable,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
53aa8e47c872ae05b55b8fa286acd04a,D,single,vehicle,0.2,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
ab2657c22e99857d1cbf33ef8d476f9d,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
ab2657c22e99857d1cbf33ef8d476f9d,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
ab2657c22e99857d1cbf33ef8d476f9d,D,single,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
ab2657c22e99857d1cbf33ef8d476f9d,D,single,fruit,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
ab2657c22e99857d1cbf33ef8d476f9d,D,contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
ab2657c22e99857d1cbf33ef8d476f9d,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
ab2657c22e99857d1cbf33ef8d476f9d,D,single,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
ab2657c22e99857d1cbf33ef8d476f9d,D,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
61c0b0a2ed2e9397397e4f2b75874580,C,single,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
61c0b0a2ed2e9397397e4f2b75874580,C,single,beast,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
61c0b0a2ed2e9397397e4f2b75874580,C,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
61c0b0a2ed2e9397397e4f2b75874580,C,contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
61c0b0a2ed2e9397397e4f2b75874580,C,single,furniture,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
61c0b0a2ed2e9397397e4f2b75874580,C,single,light,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
61c0b0a2ed2e9397397e4f2b75874580,C,contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
61c0b0a2ed2e9397397e4f2b75874580,C,contrast,vehicle,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE
08e9cf981e780a3e1ea3753b075dd617,C,single,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
08e9cf981e780a3e1ea3753b075dd617,C,single,beast,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
08e9cf981e780a3e1ea3753b075dd617,C,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
08e9cf981e780a3e1ea3753b075dd617,C,contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
08e9cf981e780a3e1ea3753b075dd617,C,single,furniture,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
08e9cf981e780a3e1ea3753b075dd617,C,single,light,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
08e9cf981e780a3e1ea3753b075dd617,C,contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
08e9cf981e780a3e1ea3753b075dd617,C,contrast,vehicle,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE
1809dde04feb597d3be4f49bb7db327d,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
1809dde04feb597d3be4f49bb7db327d,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
1809dde04feb597d3be4f49bb7db327d,D,single,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
1809dde04feb597d3be4f49bb7db327d,D,single,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
1809dde04feb597d3be4f49bb7db327d,D,contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
1809dde04feb597d3be4f49bb7db327d,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
1809dde04feb597d3be4f49bb7db327d,D,single,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
1809dde04feb597d3be4f49bb7db327d,D,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
10bc8ec7ffa19a6c7958998e7cad43fd,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
10bc8ec7ffa19a6c7958998e7cad43fd,D,contrast,beast,1,0,1,0.2,0,FALSE,FALSE,FALSE,FALSE
10bc8ec7ffa19a6c7958998e7cad43fd,D,single,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
10bc8ec7ffa19a6c7958998e7cad43fd,D,single,fruit,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
10bc8ec7ffa19a6c7958998e7cad43fd,D,contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE
10bc8ec7ffa19a6c7958998e7cad43fd,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
10bc8ec7ffa19a6c7958998e7cad43fd,D,single,vegetable,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
10bc8ec7ffa19a6c7958998e7cad43fd,D,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
2c14265e0d136270bc1c33d4275396f1,C,single,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
2c14265e0d136270bc1c33d4275396f1,C,single,beast,1,NA,1,0.2,0,FALSE,FALSE,TRUE,TRUE
2c14265e0d136270bc1c33d4275396f1,C,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
2c14265e0d136270bc1c33d4275396f1,C,contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
2c14265e0d136270bc1c33d4275396f1,C,single,furniture,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
2c14265e0d136270bc1c33d4275396f1,C,single,light,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
2c14265e0d136270bc1c33d4275396f1,C,contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
2c14265e0d136270bc1c33d4275396f1,C,contrast,vehicle,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE
7f36a637037644ad197a3a90aea10eb1,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
7f36a637037644ad197a3a90aea10eb1,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
7f36a637037644ad197a3a90aea10eb1,D,single,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
7f36a637037644ad197a3a90aea10eb1,D,single,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
7f36a637037644ad197a3a90aea10eb1,D,contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE
7f36a637037644ad197a3a90aea10eb1,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
7f36a637037644ad197a3a90aea10eb1,D,single,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
7f36a637037644ad197a3a90aea10eb1,D,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
b6cbe71dfae507fa2950f70d73b1c81b,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
b6cbe71dfae507fa2950f70d73b1c81b,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
b6cbe71dfae507fa2950f70d73b1c81b,D,single,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
b6cbe71dfae507fa2950f70d73b1c81b,D,single,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
b6cbe71dfae507fa2950f70d73b1c81b,D,contrast,furniture,0,0,0.5,0,0,FALSE,FALSE,FALSE,FALSE
b6cbe71dfae507fa2950f70d73b1c81b,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
b6cbe71dfae507fa2950f70d73b1c81b,D,single,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
b6cbe71dfae507fa2950f70d73b1c81b,D,single,vehicle,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
91e966a365ad56e755a5adf46213296e,B,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
91e966a365ad56e755a5adf46213296e,B,single,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
91e966a365ad56e755a5adf46213296e,B,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
91e966a365ad56e755a5adf46213296e,B,single,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
91e966a365ad56e755a5adf46213296e,B,contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
91e966a365ad56e755a5adf46213296e,B,single,light,0.4,NA,1,0.2,0,FALSE,FALSE,TRUE,FALSE
91e966a365ad56e755a5adf46213296e,B,contrast,vegetable,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
91e966a365ad56e755a5adf46213296e,B,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
c10294dd5a534b7c0e14331e4d6f74df,B,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
c10294dd5a534b7c0e14331e4d6f74df,B,single,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
c10294dd5a534b7c0e14331e4d6f74df,B,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
c10294dd5a534b7c0e14331e4d6f74df,B,single,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
c10294dd5a534b7c0e14331e4d6f74df,B,contrast,furniture,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE
c10294dd5a534b7c0e14331e4d6f74df,B,single,light,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
c10294dd5a534b7c0e14331e4d6f74df,B,contrast,vegetable,0,0,0.5,0,0,FALSE,FALSE,FALSE,FALSE
c10294dd5a534b7c0e14331e4d6f74df,B,single,vehicle,0.2,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
796305ff4df1e35bd9e4395b4daae1c1,C,single,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
796305ff4df1e35bd9e4395b4daae1c1,C,single,beast,1,NA,1,0.6,0,FALSE,FALSE,TRUE,TRUE
796305ff4df1e35bd9e4395b4daae1c1,C,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
796305ff4df1e35bd9e4395b4daae1c1,C,contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
796305ff4df1e35bd9e4395b4daae1c1,C,single,furniture,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
796305ff4df1e35bd9e4395b4daae1c1,C,single,light,1,NA,0.5,0.4,0,FALSE,FALSE,FALSE,FALSE
796305ff4df1e35bd9e4395b4daae1c1,C,contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
796305ff4df1e35bd9e4395b4daae1c1,C,contrast,vehicle,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
640ea55da0b5bbfab917ec10708555f2,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
640ea55da0b5bbfab917ec10708555f2,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
640ea55da0b5bbfab917ec10708555f2,D,single,electronics,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
640ea55da0b5bbfab917ec10708555f2,D,single,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
640ea55da0b5bbfab917ec10708555f2,D,contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE
640ea55da0b5bbfab917ec10708555f2,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
640ea55da0b5bbfab917ec10708555f2,D,single,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
640ea55da0b5bbfab917ec10708555f2,D,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
166ce6424c00e9fed6885c4210960635,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
166ce6424c00e9fed6885c4210960635,D,contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
166ce6424c00e9fed6885c4210960635,D,single,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
166ce6424c00e9fed6885c4210960635,D,single,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
166ce6424c00e9fed6885c4210960635,D,contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
166ce6424c00e9fed6885c4210960635,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
166ce6424c00e9fed6885c4210960635,D,single,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
166ce6424c00e9fed6885c4210960635,D,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
923e8620db9f06194ce4d10ca56da604,B,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
923e8620db9f06194ce4d10ca56da604,B,single,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
923e8620db9f06194ce4d10ca56da604,B,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
923e8620db9f06194ce4d10ca56da604,B,single,fruit,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
923e8620db9f06194ce4d10ca56da604,B,contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE
923e8620db9f06194ce4d10ca56da604,B,single,light,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
923e8620db9f06194ce4d10ca56da604,B,contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
923e8620db9f06194ce4d10ca56da604,B,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
9ecdd75b27ff42b07c5c6b9a98e3453d,C,single,animal,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
9ecdd75b27ff42b07c5c6b9a98e3453d,C,single,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
9ecdd75b27ff42b07c5c6b9a98e3453d,C,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
9ecdd75b27ff42b07c5c6b9a98e3453d,C,contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
9ecdd75b27ff42b07c5c6b9a98e3453d,C,single,furniture,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
9ecdd75b27ff42b07c5c6b9a98e3453d,C,single,light,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
9ecdd75b27ff42b07c5c6b9a98e3453d,C,contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
9ecdd75b27ff42b07c5c6b9a98e3453d,C,contrast,vehicle,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
aaa9e5a955ee91e790ef53ecb31c339b,D,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
aaa9e5a955ee91e790ef53ecb31c339b,D,contrast,beast,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE
aaa9e5a955ee91e790ef53ecb31c339b,D,single,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
aaa9e5a955ee91e790ef53ecb31c339b,D,single,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
aaa9e5a955ee91e790ef53ecb31c339b,D,contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
aaa9e5a955ee91e790ef53ecb31c339b,D,contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
aaa9e5a955ee91e790ef53ecb31c339b,D,single,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
aaa9e5a955ee91e790ef53ecb31c339b,D,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
a33b360e2663b2c97f26fe2cdb9d6ee5,B,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
a33b360e2663b2c97f26fe2cdb9d6ee5,B,single,beast,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
a33b360e2663b2c97f26fe2cdb9d6ee5,B,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
a33b360e2663b2c97f26fe2cdb9d6ee5,B,single,fruit,0.8,NA,0.5,0,0,FALSE,FALSE,FALSE,FALSE
a33b360e2663b2c97f26fe2cdb9d6ee5,B,contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE
a33b360e2663b2c97f26fe2cdb9d6ee5,B,single,light,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
a33b360e2663b2c97f26fe2cdb9d6ee5,B,contrast,vegetable,0,0,0.5,0,0,FALSE,FALSE,FALSE,FALSE
a33b360e2663b2c97f26fe2cdb9d6ee5,B,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
811ab7d71a75d86af6e801cf14219769,B,contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
811ab7d71a75d86af6e801cf14219769,B,single,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
811ab7d71a75d86af6e801cf14219769,B,contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
811ab7d71a75d86af6e801cf14219769,B,single,fruit,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE
811ab7d71a75d86af6e801cf14219769,B,contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
811ab7d71a75d86af6e801cf14219769,B,single,light,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
811ab7d71a75d86af6e801cf14219769,B,contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
811ab7d71a75d86af6e801cf14219769,B,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
5ed4bfdecfff786443f0d7db0a9ba089,B,contrast,animal,0.6666666666666666,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5ed4bfdecfff786443f0d7db0a9ba089,B,single,beast,0.6,NA,1,0.2,0,FALSE,FALSE,TRUE,FALSE
5ed4bfdecfff786443f0d7db0a9ba089,B,contrast,electronics,0,0,1,0.2,0,FALSE,FALSE,FALSE,FALSE
5ed4bfdecfff786443f0d7db0a9ba089,B,single,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
5ed4bfdecfff786443f0d7db0a9ba089,B,contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE
5ed4bfdecfff786443f0d7db0a9ba089,B,single,light,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE
5ed4bfdecfff786443f0d7db0a9ba089,B,contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE
5ed4bfdecfff786443f0d7db0a9ba089,B,single,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE
