participant,group,condition,item,basic_prop,contrast_prop,sub_prop,sup_prop,other_prop,uncodeable,sub_only,basic_gen,strict_basic_gen,coding,fill
0acd029686223205a976964c90766a67,A,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
0acd029686223205a976964c90766a67,A,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
0acd029686223205a976964c90766a67,A,No Contrast,furniture,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
0acd029686223205a976964c90766a67,A,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
0acd029686223205a976964c90766a67,A,No Contrast,vegetable,0,NA,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
0acd029686223205a976964c90766a67,A,Contrast,vehicle,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a43e0ed4b3b0d492fb84a3162103ddad,A,No Contrast,animal,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a43e0ed4b3b0d492fb84a3162103ddad,A,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a43e0ed4b3b0d492fb84a3162103ddad,A,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a43e0ed4b3b0d492fb84a3162103ddad,A,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a43e0ed4b3b0d492fb84a3162103ddad,A,No Contrast,furniture,0,NA,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
a43e0ed4b3b0d492fb84a3162103ddad,A,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a43e0ed4b3b0d492fb84a3162103ddad,A,No Contrast,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a43e0ed4b3b0d492fb84a3162103ddad,A,Contrast,vehicle,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
cf7729441664c6ff07c19f4ee9d66569,A,No Contrast,animal,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
cf7729441664c6ff07c19f4ee9d66569,A,Contrast,beast,0,0,1,0.2,0,FALSE,FALSE,FALSE,FALSE,other,grey
cf7729441664c6ff07c19f4ee9d66569,A,No Contrast,electronics,0,NA,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
cf7729441664c6ff07c19f4ee9d66569,A,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
cf7729441664c6ff07c19f4ee9d66569,A,No Contrast,furniture,0,NA,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
cf7729441664c6ff07c19f4ee9d66569,A,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
cf7729441664c6ff07c19f4ee9d66569,A,No Contrast,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
cf7729441664c6ff07c19f4ee9d66569,A,Contrast,vehicle,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
ab0f803ccc42ac33b2bdb69f376037a0,A,No Contrast,animal,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
ab0f803ccc42ac33b2bdb69f376037a0,A,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
ab0f803ccc42ac33b2bdb69f376037a0,A,No Contrast,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
ab0f803ccc42ac33b2bdb69f376037a0,A,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
ab0f803ccc42ac33b2bdb69f376037a0,A,No Contrast,furniture,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
ab0f803ccc42ac33b2bdb69f376037a0,A,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
ab0f803ccc42ac33b2bdb69f376037a0,A,No Contrast,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
ab0f803ccc42ac33b2bdb69f376037a0,A,Contrast,vehicle,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
600b0f69781ac9acf2f2cf857cbee0d5,A,No Contrast,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
600b0f69781ac9acf2f2cf857cbee0d5,A,Contrast,beast,1,0,1,0.2,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
600b0f69781ac9acf2f2cf857cbee0d5,A,No Contrast,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
600b0f69781ac9acf2f2cf857cbee0d5,A,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
600b0f69781ac9acf2f2cf857cbee0d5,A,No Contrast,furniture,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
600b0f69781ac9acf2f2cf857cbee0d5,A,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
600b0f69781ac9acf2f2cf857cbee0d5,A,No Contrast,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
600b0f69781ac9acf2f2cf857cbee0d5,A,Contrast,vehicle,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
9a1b56f6bf67bcf108ae83c0c06579e3,A,No Contrast,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
9a1b56f6bf67bcf108ae83c0c06579e3,A,Contrast,beast,1,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
9a1b56f6bf67bcf108ae83c0c06579e3,A,No Contrast,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
9a1b56f6bf67bcf108ae83c0c06579e3,A,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
9a1b56f6bf67bcf108ae83c0c06579e3,A,No Contrast,furniture,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
9a1b56f6bf67bcf108ae83c0c06579e3,A,Contrast,light,0.3333333333333333,1,1,0,0.125,TRUE,FALSE,FALSE,FALSE,other,grey
9a1b56f6bf67bcf108ae83c0c06579e3,A,No Contrast,vegetable,0,NA,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
9a1b56f6bf67bcf108ae83c0c06579e3,A,Contrast,vehicle,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
f0ac8188d99231af0ad7cb795a2d876b,A,No Contrast,animal,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
f0ac8188d99231af0ad7cb795a2d876b,A,Contrast,beast,0,0,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
f0ac8188d99231af0ad7cb795a2d876b,A,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
f0ac8188d99231af0ad7cb795a2d876b,A,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
f0ac8188d99231af0ad7cb795a2d876b,A,No Contrast,furniture,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
f0ac8188d99231af0ad7cb795a2d876b,A,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
f0ac8188d99231af0ad7cb795a2d876b,A,No Contrast,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
f0ac8188d99231af0ad7cb795a2d876b,A,Contrast,vehicle,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
634faa4c3d77234caade9b6afe6ab3ea,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
634faa4c3d77234caade9b6afe6ab3ea,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
634faa4c3d77234caade9b6afe6ab3ea,D,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
634faa4c3d77234caade9b6afe6ab3ea,D,No Contrast,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
634faa4c3d77234caade9b6afe6ab3ea,D,Contrast,furniture,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
634faa4c3d77234caade9b6afe6ab3ea,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
634faa4c3d77234caade9b6afe6ab3ea,D,No Contrast,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
634faa4c3d77234caade9b6afe6ab3ea,D,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
3954c96a1c64811340c170d20eaf434d,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
3954c96a1c64811340c170d20eaf434d,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
3954c96a1c64811340c170d20eaf434d,D,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
3954c96a1c64811340c170d20eaf434d,D,No Contrast,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
3954c96a1c64811340c170d20eaf434d,D,Contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
3954c96a1c64811340c170d20eaf434d,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
3954c96a1c64811340c170d20eaf434d,D,No Contrast,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
3954c96a1c64811340c170d20eaf434d,D,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
4b4b28bef6dd7d69638c93ec9a49b9c2,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
4b4b28bef6dd7d69638c93ec9a49b9c2,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
4b4b28bef6dd7d69638c93ec9a49b9c2,D,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
4b4b28bef6dd7d69638c93ec9a49b9c2,D,No Contrast,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
4b4b28bef6dd7d69638c93ec9a49b9c2,D,Contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
4b4b28bef6dd7d69638c93ec9a49b9c2,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
4b4b28bef6dd7d69638c93ec9a49b9c2,D,No Contrast,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
4b4b28bef6dd7d69638c93ec9a49b9c2,D,No Contrast,vehicle,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
53aa8e47c872ae05b55b8fa286acd04a,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
53aa8e47c872ae05b55b8fa286acd04a,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
53aa8e47c872ae05b55b8fa286acd04a,D,No Contrast,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
53aa8e47c872ae05b55b8fa286acd04a,D,No Contrast,fruit,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
53aa8e47c872ae05b55b8fa286acd04a,D,Contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
53aa8e47c872ae05b55b8fa286acd04a,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
53aa8e47c872ae05b55b8fa286acd04a,D,No Contrast,vegetable,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
53aa8e47c872ae05b55b8fa286acd04a,D,No Contrast,vehicle,0.2,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
ab2657c22e99857d1cbf33ef8d476f9d,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
ab2657c22e99857d1cbf33ef8d476f9d,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
ab2657c22e99857d1cbf33ef8d476f9d,D,No Contrast,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
ab2657c22e99857d1cbf33ef8d476f9d,D,No Contrast,fruit,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
ab2657c22e99857d1cbf33ef8d476f9d,D,Contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
ab2657c22e99857d1cbf33ef8d476f9d,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
ab2657c22e99857d1cbf33ef8d476f9d,D,No Contrast,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
ab2657c22e99857d1cbf33ef8d476f9d,D,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
61c0b0a2ed2e9397397e4f2b75874580,C,No Contrast,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
61c0b0a2ed2e9397397e4f2b75874580,C,No Contrast,beast,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
61c0b0a2ed2e9397397e4f2b75874580,C,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
61c0b0a2ed2e9397397e4f2b75874580,C,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
61c0b0a2ed2e9397397e4f2b75874580,C,No Contrast,furniture,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
61c0b0a2ed2e9397397e4f2b75874580,C,No Contrast,light,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
61c0b0a2ed2e9397397e4f2b75874580,C,Contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
61c0b0a2ed2e9397397e4f2b75874580,C,Contrast,vehicle,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
08e9cf981e780a3e1ea3753b075dd617,C,No Contrast,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
08e9cf981e780a3e1ea3753b075dd617,C,No Contrast,beast,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
08e9cf981e780a3e1ea3753b075dd617,C,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
08e9cf981e780a3e1ea3753b075dd617,C,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
08e9cf981e780a3e1ea3753b075dd617,C,No Contrast,furniture,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
08e9cf981e780a3e1ea3753b075dd617,C,No Contrast,light,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
08e9cf981e780a3e1ea3753b075dd617,C,Contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
08e9cf981e780a3e1ea3753b075dd617,C,Contrast,vehicle,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
1809dde04feb597d3be4f49bb7db327d,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
1809dde04feb597d3be4f49bb7db327d,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
1809dde04feb597d3be4f49bb7db327d,D,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
1809dde04feb597d3be4f49bb7db327d,D,No Contrast,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
1809dde04feb597d3be4f49bb7db327d,D,Contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
1809dde04feb597d3be4f49bb7db327d,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
1809dde04feb597d3be4f49bb7db327d,D,No Contrast,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
1809dde04feb597d3be4f49bb7db327d,D,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
10bc8ec7ffa19a6c7958998e7cad43fd,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
10bc8ec7ffa19a6c7958998e7cad43fd,D,Contrast,beast,1,0,1,0.2,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
10bc8ec7ffa19a6c7958998e7cad43fd,D,No Contrast,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
10bc8ec7ffa19a6c7958998e7cad43fd,D,No Contrast,fruit,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
10bc8ec7ffa19a6c7958998e7cad43fd,D,Contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
10bc8ec7ffa19a6c7958998e7cad43fd,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
10bc8ec7ffa19a6c7958998e7cad43fd,D,No Contrast,vegetable,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
10bc8ec7ffa19a6c7958998e7cad43fd,D,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
2c14265e0d136270bc1c33d4275396f1,C,No Contrast,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
2c14265e0d136270bc1c33d4275396f1,C,No Contrast,beast,1,NA,1,0.2,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
2c14265e0d136270bc1c33d4275396f1,C,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
2c14265e0d136270bc1c33d4275396f1,C,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
2c14265e0d136270bc1c33d4275396f1,C,No Contrast,furniture,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
2c14265e0d136270bc1c33d4275396f1,C,No Contrast,light,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
2c14265e0d136270bc1c33d4275396f1,C,Contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
2c14265e0d136270bc1c33d4275396f1,C,Contrast,vehicle,0.6666666666666666,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
7f36a637037644ad197a3a90aea10eb1,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
7f36a637037644ad197a3a90aea10eb1,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
7f36a637037644ad197a3a90aea10eb1,D,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
7f36a637037644ad197a3a90aea10eb1,D,No Contrast,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
7f36a637037644ad197a3a90aea10eb1,D,Contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
7f36a637037644ad197a3a90aea10eb1,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
7f36a637037644ad197a3a90aea10eb1,D,No Contrast,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
7f36a637037644ad197a3a90aea10eb1,D,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
b6cbe71dfae507fa2950f70d73b1c81b,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
b6cbe71dfae507fa2950f70d73b1c81b,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
b6cbe71dfae507fa2950f70d73b1c81b,D,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
b6cbe71dfae507fa2950f70d73b1c81b,D,No Contrast,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
b6cbe71dfae507fa2950f70d73b1c81b,D,Contrast,furniture,0,0,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
b6cbe71dfae507fa2950f70d73b1c81b,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
b6cbe71dfae507fa2950f70d73b1c81b,D,No Contrast,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
b6cbe71dfae507fa2950f70d73b1c81b,D,No Contrast,vehicle,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
91e966a365ad56e755a5adf46213296e,B,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
91e966a365ad56e755a5adf46213296e,B,No Contrast,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
91e966a365ad56e755a5adf46213296e,B,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
91e966a365ad56e755a5adf46213296e,B,No Contrast,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
91e966a365ad56e755a5adf46213296e,B,Contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
91e966a365ad56e755a5adf46213296e,B,No Contrast,light,0.4,NA,1,0.2,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
91e966a365ad56e755a5adf46213296e,B,Contrast,vegetable,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
91e966a365ad56e755a5adf46213296e,B,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
c10294dd5a534b7c0e14331e4d6f74df,B,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
c10294dd5a534b7c0e14331e4d6f74df,B,No Contrast,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
c10294dd5a534b7c0e14331e4d6f74df,B,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
c10294dd5a534b7c0e14331e4d6f74df,B,No Contrast,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
c10294dd5a534b7c0e14331e4d6f74df,B,Contrast,furniture,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
c10294dd5a534b7c0e14331e4d6f74df,B,No Contrast,light,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
c10294dd5a534b7c0e14331e4d6f74df,B,Contrast,vegetable,0,0,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
c10294dd5a534b7c0e14331e4d6f74df,B,No Contrast,vehicle,0.2,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
796305ff4df1e35bd9e4395b4daae1c1,C,No Contrast,animal,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
796305ff4df1e35bd9e4395b4daae1c1,C,No Contrast,beast,1,NA,1,0.6,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
796305ff4df1e35bd9e4395b4daae1c1,C,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
796305ff4df1e35bd9e4395b4daae1c1,C,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
796305ff4df1e35bd9e4395b4daae1c1,C,No Contrast,furniture,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
796305ff4df1e35bd9e4395b4daae1c1,C,No Contrast,light,1,NA,0.5,0.4,0,FALSE,FALSE,FALSE,FALSE,other,grey
796305ff4df1e35bd9e4395b4daae1c1,C,Contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
796305ff4df1e35bd9e4395b4daae1c1,C,Contrast,vehicle,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
640ea55da0b5bbfab917ec10708555f2,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
